Nomor Identitias,Nama Stasiun,Merek Mesin,Jenis Pengisian,Status Instalasi,Harga Pengisian (Rp),Harga Layanan (Rp),Daya,Jumlah Nozzle,Arus Maksimal,Peralatan Catu Daya Listrik,Sistem Kontrol Arus Mesin,Sistem Kontrol Tegangan Mesin,Sistem Kontrol Komunikasi Mesin,Sistem Keamanan Mesin,GPS,Panjang Mesin (Cm),Lebar Mesin (Cm),Tinggi Mesin (Cm),Berat Mesin (Kg),Panjang Nozzle (Cm),Lebar Nozzle (Cm),Tinggi Nozzle (Cm),Diameter Nozzle (Cm)
06.ROSO.00.3273.002,Lokasi Area Parkir Courtyard by Marriot Bandung Dago,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.3273.003,Lokasi Area Parkir Hotel Naval,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.3201.002,Area Parkir VIP The Alana Hotel,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.3203.001,Area Parkir Hotel Grand Aston Puncak,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.3271.001,Parkir Botani Plaza,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.3273.004,Lokasi Area Parkir Hotel Crown Plaza,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.3578.003,Lokasi Area Parkir Hotel POP Surabaya,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.3573.001,Lokasi Area Parkir Ijen Suite Resort & Convention Malang,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.1471.004,PT Yogura Tekindo Pekanbaru,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.3172.004,Lokasi Area Parkir PT. SISTEM AKSESINDO PERDANA,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.3174.012,Area Parkir Komplek Mangga Dua Mas Blok A No. 7-8,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
06.ROSO.00.5103.002,Lokasi Area Parkir Brits Hotel Legian,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
,Menara BTPN Charging Station,Wallbox,Medium Charging,Beroperasi,2862,4000,22000,1,32,LVMDP gedung,"MCCB, MCB",Power Supply Mesin,OCPP 1.6 dan WLAN,Ada,Ada,198,99,201,1,500,7,6,7
08.ROSO.00.3174.013,SPKLU GRAHA MITRA,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
07.ROSO.00.3172.003,STARVO Jl. Pantai Indah Selatan,Merek Dummy,Medium Charging,Beroperasi,2000,10000,7700,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
08.ROSO.00.3275.003,SPKLU KH. Noer ALi,Merek Dummy,Fast Charging,Beroperasi,415,5000,50,1,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
,Wisma Mulia 50 kW DC Charger,DELTA,Fast Charging,Beroperasi,2467,0,53000,1,125,DC,ADA,ADA,OCPP 1.6J,Ada,Tidak Ada,80,59,150,150,29.6,6.2,14.6,7.2
08.ROSO.00.3175.004,SPKLU Perintis Kemerdekaan,Merek,Fast Charging,Beroperasi,415,5000,50,2,60,Ada,Ada,Ada,Ada,Ada,Ada,50,60,120,20,80,30,60,10
08.ROSO.00.3674.003,SPKLU Indy Office,Daeyoung Chaevi,Ultra Fast Charging,Beroperasi,2475,57000,100000,2,100,-,"Fuse, Shunt, RCCB, PCB Board","SMPS, PCB Board","RS-485, RS-232,CAN",Ada,Ada,72,110,180,300,6,6.5,9.5,3.5
10.ROSO.00.3172.007,SPKLU Lippo Pluit Villlage,FC Autel,Fast Charging,Beroperasi,2465,25000,47000,2,133,DC,RCB,"MCCB, Fuse","Internet, Wifi, Simcard",Ada,Tidak Ada,55,26.5,100,260,26.7,7,13.7,6.3
10.ROSO.00.3172.006,SPKLU Lippo Pluit Villlage,MC Autel,Medium Charging,Beroperasi,2465,0,22000,1,32,AC,RCB,Fuse,"Internet, Wifi, Simcard",Ada,Tidak Ada,18.7,8.5,33.6,8.5,20.1,5.8,7,5.1
11.ROSO.00.3174.018,Astra Otopower,Astra Otopower,Medium Charging,Beroperasi,2467,0,7400,1,32,AC,32,Ada,Ada,Ada,Ada,46.5,44.7,16,5,500,6.3,6.3,6.9
08.ROSO.00.3174.015,SPKLU GRAHA MITRA,Daeyoung Chaevi,Ultra Fast Charging,Beroperasi,2475,57000,197000,2,200,-,"Fuse, Shunt, RCCB, PCB Board","SMPS, PCB Board","RS-485, RS-232,CAN",Ada,Ada,72,110,180,300,6,6.5,9.5,3.5
10.ROSO.00.3216.001,Hyundai Training Academy,MC Autel,Medium Charging,Beroperasi,2465,0,22000,1,32,AC,RCB,Fuse,"Internet, Wifi, Simcard",Ada,Tidak Ada,18.7,8.5,33.6,8.5,20.1,5.8,7,5.1
10.ROSO.00.3173.002,SPKLU Lippo Mall Puri,FC Autel,Fast Charging,Beroperasi,2465,25000,47000,2,133,DC,RCB,"MCCB, Fuse","Internet, Wifi, Simcard",Ada,Tidak Ada,55,26.5,100,260,26.7,7,13.7,6.3
09.ROSO.00.3173.001,Wisma SSK,Exicom,Ultra Fast Charging,Beroperasi,2475,57000,82000,3,150,LVMDB Gedung,MCCB dan RCD,MCCB dan RCD,OCPP j 1.6,Ada,Tidak Ada,65,49,185,300,22.3,5.6,5.2,6.2
10.ROSO.00.3171.007,SPKLU Plaza Indonesia,UFC Autel,Ultra Fast Charging,Beroperasi,2465,57000,240000,2,400,DC,RCB,"MCCB, Fuse","Internet, Wifi, Simcard",Ada,Tidak Ada,82,70,195,850,26.7,7,13.7,6.3
10.ROSO.00.3174.016,SPKLU Lippo Mall Kemang,FC Autel,Fast Charging,Beroperasi,2465,25000,47000,2,133,DC,RCB,"MCCB, Fuse","Internet, Wifi, Simcard",Ada,Tidak Ada,55,26.5,100,260,26.7,7,13.7,6.3
10.ROSO.00.3174.017,SPKLU Lippo Mall Kemang,MC Autel,Medium Charging,Beroperasi,2465,0,22000,1,32,AC,RCB,Fuse,"Internet, Wifi, Simcard",Ada,Tidak Ada,18.7,8.5,33.6,8.5,20.1,5.8,7,5.1
10.ROSO.00.3173.003,SPKLU Lippo Mall Puri,MC Autel,Medium Charging,Beroperasi,2465,0,22000,1,32,AC,RCB,"MCCB, Fuse","Internet, Wifi, Simcard",Ada,Tidak Ada,18.7,8.5,33.6,8.5,20.1,5.8,7,5.1
10.ROSO.00.3171.008,SPKLU Senayan Park,FC Delta,Fast Charging,Beroperasi,2465,25000,50000,2,125,DC,RCB,"MCCB, Fuse","Internet, Wifi, Simcard",Ada,Tidak Ada,80,59,150,290,29.6,6.2,14.6,7.2
10.ROSO.00.3171.009,SPKLU Senayan Park,MC Delta,Medium Charging,Beroperasi,2465,0,7400,1,32,AC,RCB,Fuse,"Internet, Wifi, Simcard",Ada,Tidak Ada,31.8,13.6,36.3,4.4,20.5,7,9,7
11.ROSO.00.3275.003,Astra Otopower,Astra Otopower,Medium Charging,Beroperasi,2467,0,7400,1,32,AC,Ada,Ada,Ada,Ada,Ada,46.5,44.7,16,5,500,6.3,6.3,6.9
09.ROSO.00.3672.001,BMT Cilegon,Exicom,Medium Charging,Beroperasi,2475,0,22000,1,32,Panel Distribusi Gedung,MCCB dan RCD,MCCB dan RCD,OCPP j 1.6,Ada,Tidak Ada,31.9,22,54.6,8,22.3,5.6,5.2,6.2
11.ROSO.00.3173.004,Astra Otopower,Astra Otopower,Medium Charging,Beroperasi,2467,0,7400,1,32,AC,Ada,Ada,Ada,Ada,Ada,46.5,44.7,16,5,500,63,63,69
11.ROSO.00.3172.008,Astra Otopower,Astra Otopower,Medium Charging,Beroperasi,2467,0,7400,1,32,AC,Ada,Ada,Ada,Ada,Ada,46.5,44.7,16,5,500,6.3,6.4,6.9
11.ROSO.00.3674.004,Astra Otopower,Astra Otopower,Medium Charging,Beroperasi,2467,0,7400,1,32,AC,Ada,Ada,Ada,Ada,Ada,46.5,44.7,16,5,500,6.3,6.3,6.9
11.ROSO.00.3273.006,Astra Otopower,Altro,Fast Charging,Beroperasi,2466,0,77400,1,40,"KWh Meter,RCCB,MCCB,MCB",ada,ada,ada,Ada,Ada,15.9,44.7,46.5,5,24,62.74,55.81,5.4
04.ROSO.00.3174.024,SPKLU Rajawali Place,Aurora AC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,3,3
04.ROSO.00.3171.012,SPKLU TCC Batavia,IOC Charger,Medium Charging,Beroperasi,2467,0,22,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,3,3
09.ROSO.00.3578.006,SPKLU Grand City Mall,Exicom,Medium Charging,Beroperasi,2475,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Tidak Ada,31.9,22,54.6,8,22.3,5.6,5.2,6.2
09.ROSO.00.3578.007,SPKLU Grand City Mall,Exicom,Medium Charging,Beroperasi,2475,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Tidak Ada,31.9,22,54.6,8,22.3,5.6,5.2,6.2
04.ROSO.00.3173.005,SPKLU Plaza Slipi Jaya,IOC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,3,3
04.ROSO.00.3174.025,SPKLU Rajawali Place,Aurora AC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,3,3
04.ROSO.00.3174.026,SPKLU Apartemen Pakubuwono View,IOC Charger,Medium Charging,Beroperasi,2467,0,32,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,45,5,3,3,3
11.ROSO.00.3276.001,Astra Otopower,Astra Otopower,Medium Charging,Beroperasi,2467,0,7400,1,32,AC,Ada,Ada,Ada,Ada,Ada,46.5,44.7,16,5,500,6.3,6.3,6.9
04.ROSO.00.3171.013,SPKLU Gedung Menara Era,IOC Charger,Fast Charging,Beroperasi,2467,0,50,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,5,3
04.ROSO.00.3578.008,SPKLU G-Walk Surabaya,IOC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,3,3
04.ROSO.00.3174.021,SPKLU AIA Central,IOC Charger,Medium Charging,Beroperasi,2467,0,53000,2,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,3,3
04.ROSO.00.3171.010,SPKLU Jambuluwuk Thamrin Hotel,IOC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,3,3
04.ROSO.00.3171.011,SPKLU Jambuluwuk Thamrin Hotel,IOC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,3,4
06.ROSO.00.3172.038,CBD Pluit 7 kW (3),WEEYU/ INJET,Medium Charging,Beroperasi,2460,0,7700,1,32,AC,ADA,ADA,OCPP 1.6,Ada,Tidak Ada,50,35,27,10,20.5,5.05,5.8,5.8
11.ROSO.00.3171.015,Astra Otopower,Altro,Fast Charging,Beroperasi,2466,0,7700,1,40,"KWh Meter,RCCB,MCCB,MCB",ada,ada,ada,Ada,Ada,15.9,44.7,46.5,5,24,62.74,55.81,5.4
04.ROSO.00.3174.022,SPKLU Arkadia Green Park,IOC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,3,3
04.ROSO.00.3578.009,SPKLU G-Walk Surabaya,IOC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,50,50,120,45,5,4,4,3
04.ROSO.00.3173.006,SPKLU Plaza Slipi Jaya,IOC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,50,60,120,20,5,3,4,5
11.ROSO.00.3271.002,Astra Otopower,Altro,Fast Charging,Beroperasi,2466,0,7700,1,40,"KWh Meter,RCCB,MCCB,MCB",ada,ada,ada,Ada,Tidak Ada,15.9,44.7,46.5,5,24,62.74,55.81,5.4
11.ROSO.00.3671.009,Astra Otopower,Altro,Fast Charging,Beroperasi,2466,0,7700,1,40,"KWh Meter,RCCB,MCCB,MCB",Ada,Ada,Ada,Ada,Ada,16,44.7,46.5,5,240,6.3,5.6,5.4
04.ROSO.00.3174.019,SPKLU Equity Tower,IOC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,45,5,3,3,3
04.ROSO.00.3174.020,SPKLU Equity Tower,IOC Charger,Medium Charging,Beroperasi,2467,0,26,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,3,3,3,5
04.ROSO.00.3174.023,SPKLU Arkadia Green Park,IOC Charger,Medium Charging,Beroperasi,2467,0,53000,1,32,Type 2,Ada,Ada,IOT OCPP,Ada,Ada,120,45,45,50,5,3,3,3
11.ROSO.00.3174.027,Astra Otopower,Altro,Fast Charging,Beroperasi,2466,0,7700,1,40,"KWh Meter,RCCB,MCCB,MCB",ada,ada,ada,Ada,Ada,15.9,44.7,46.5,5,24,62.74,56,5.4
11.ROSO.00.3171.014,Astra Otopower,Altro,Fast Charging,Beroperasi,2466,0,7700,1,40,"KWh Meter,RCCB,MCCB,MCB",ada,ada,ada,Ada,Ada,15.9,44.7,46.5,5,24,62.74,55.81,54.1
11.ROSO.00.3374.007,Astra Otopower,Altro,Fast Charging,Beroperasi,2466,0,7700,1,40,"KWh Meter,RCCB,MCCB,MCB",ada,ada,ada,Ada,Ada,15.9,44.7,46.5,5,24,62.74,55.81,5.4
11.ROSO.00.3578.010,Astra Otopower,Altro,Fast Charging,Beroperasi,2466,0,77400,1,40,"RCCB,MCCB,MCB",ada,ada,ada,Ada,Ada,15.9,44.7,46.5,5,24,62.74,55.81,5.4
11.ROSO.00.3578.011,Astra Otopower,Altro,Fast Charging,Beroperasi,2466,0,7700,1,40,"KWh Meter,RCCB,MCCB,MCB",ada,ada,ada,Ada,Ada,15.9,44.7,46.5,5,24,62.74,55.81,5.4
11.ROSO.00.1271.004,Astra Otopower,Altro,Fast Charging,Beroperasi,2466,0,77400,1,40,"RCCB,MCCB,MCB",ada,ada,ada,Ada,Ada,15.9,44.7,46.5,5,24,62.74,55.81,5.4
09.ROSO.00.3173.007,Ranch Market Pesanggrahan,Exicom,Ultra Fast Charging,Beroperasi,2475,57000,60000,2,125,Ada,Ada,Ada,Ada,Ada,Tidak Ada,66.44,51.73,185,350,22.3,5.6,5.2,6.2
12.ROSO.00.5103.006,SPKLU GWK Bali,Tide,Medium Charging,Beroperasi,2475,15000,7000,1,32,Ada,Ada,Ada,Ada,Ada,Tidak Ada,23,15,36,4,550,7,100,1
12.ROSO.00.5103.005,SPKLU GWK Bali,Tide,Medium Charging,Beroperasi,2475,15000,7000,1,32,Ada,Ada,Ada,Ada,Ada,Tidak Ada,23,15,36,4,550,7,102,5
01.POSO.00.1801.018,SPKLU REST AREA KM 49-A LAMPUNG,Delta DC City Charger,Fast Charging,Beroperasi,2466.78,0,53000,3,131,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.1801.019,SPKLU REST AREA KM 49-A LAMPUNG,Signet FC200K - 200 kW,Ultra Fast Charging,Beroperasi,2466.78,0,197000,2,526,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
09.ROSO.00.3173.008,Wisma SSK 2,Exicom,Medium Charging,Beroperasi,2475,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Tidak Ada,31.9,22,54.6,8,22.3,5.6,5.2,6.2
09.ROSO.00.3173.009,Wisma SSK 2,Exicom,Fast Charging,Beroperasi,2475,25000,30000,2,50,Ada,Ada,Ada,Ada,Ada,Tidak Ada,63.2,34.65,698,80,22.3,5.6,5.2,6.2
11.ROSO.00.3171.016,Astra Otopower,Astra Otopower,Medium Charging,Beroperasi,2467,0,7400,1,32,AC,ada,ada,ada,Ada,Ada,46.5,44.7,16,5,500,6.3,6.3,6.9
,SPKLU Rest Area KM 207 A Ruas Palikanci,ABB,Fast Charging,Beroperasi,2466.78,0,50000,2,250,Trafo,MCCB,DC,OCCP,Ada,Ada,30,30,120,50,10000,10,15,10
05.ROSO.00.3171.043,SPKLU Utomo Charge+ Plaza Galeon,Turbo 360,Ultra Fast Charging,Beroperasi,2466,0,82500,2,124,Ada,Ada,Ada,Ada,Ada,Ada,75,75,35,95,30,7,13,7
05.ROSO.00.3174.064,SPKLU Utomo Charge+ Pearl Garden Resort Apartment,Aurora 22,Medium Charging,Beroperasi,2466,0,23000,1,35,Ada,Ada,Ada,Ada,Ada,Ada,40.9,28.2,14.8,5.6,20,7,11,7
01.POSO.00.1871.004,SPKLU Els Coffee Roastery Lampung,Delta DC Wallbox,Fast Charging,Beroperasi,2466.78,0,33000,2,65,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
09.ROSO.00.3173.010,Bumi Laju Raya Meruya,Exicom,Medium Charging,Beroperasi,2475,0,7500,1,32,Ada,Ada,Ada,Ada,Ada,Tidak Ada,22,16.4,35,5,22.3,5.6,5.2,6.2
01.POSO.00.1871.005,SPKLU Els Coffee Roastery Lampung,Signet FC200K - 200 kW,Ultra Fast Charging,Beroperasi,2466.78,0,197000,2,526,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.3325.001,Rest Area KM 379 A Ruas Batang-Semarang,DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.1906.002,SPKLU PLN Kantor Jaga Kelapa Kampit,TEISON,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,740,450,260,200,400,17,18,17
01.POSO.00.1901.003,SPKLU PLN UPK Bangka Belitung,TEISON,Fast Charging,Beroperasi,2466.78,0,25000,1,38,Ada,Ada,Ada,Ada,Ada,Ada,740,450,260,200,400,17,18,17
06.ROSO.00.3173.051,Club De Arjuna 22 kW (2),WEEYU/ INJET,Medium Charging,Beroperasi,2460,0,23000,1,32,AC,ADA,ADA,OCPP 1.6,Ada,Tidak Ada,50,35,27,15,20.5,5.05,5.8,5.8
01.POSO.00.1905.005,SPKLU PLN KANTOR JAGA TEMPILANG,TEISON,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,740,450,260,200,400,17,18,17
01.POSO.00.1971.004,SPKLU KANTOR GUBERNUR BABEL,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,740,450,260,200,400,17,18,17
01.POSO.00.1971.005,SPKLU WARKOP PAPA,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,740,450,260,200,400,17,18,17
01.POSO.00.1902.007,SPKLU Pelindo Regional 2 Tanjung Pandan,SINO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,740,450,260,200,400,17,18,17
01.POSO.00.1902.008,SPKLU Fairfield Hotel Belitung,TEISON,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,740,450,260,200,400,17,18,17
01.POSO.00.1971.006,SPKLU TRANSMART PANGKALPINANG,TEISON,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,740,450,260,200,400,17,18,17
01.POSO.00.1971.007,SPKLU TRANSMART PANGKALPINANG,TEISON,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,740,450,260,200,400,17,18,17
01.POSO.00.1902.009,SPKLU Bioskop NSCXMeirobie Belitung,TEISON,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,740,450,260,200,400,17,18,17
01.POSO.00.3316.001,SPKLU PLN ULP CEPU,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,35,Ada,Ada,Ada,Ada,Ada,Ada,39,32,13,10,400,17,18,17
01.POSO.00.3316.002,SPKLU PLN ULP BLORA,Teison,Medium Charging,Beroperasi,2466.78,0,22000,1,35,Ada,Ada,Ada,Ada,Ada,Ada,39,32,13,10,400,17,18,17
01.POSO.00.3316.003,SPKLU PLN ULP BLORA,Chargecore,Medium Charging,Beroperasi,2466.78,0,22000,1,35,Ada,Ada,Ada,Ada,Ada,Ada,39,32,13,10,400,17,18,17
05.ROSO.00.3578.020,SPKLU Utomo Charge+ Wisma SIER,Turbo 600,Ultra Fast Charging,Beroperasi,2466,0,131000,2,200,Ada,Ada,Ada,Ada,Ada,Ada,205,80,75,395,30,7,13,7
05.ROSO.00.3578.021,SPKLU Utomo Charge+ National Hospital,Turbo 600,Ultra Fast Charging,Beroperasi,2466,25000,131000,2,200,Ada,Ada,Ada,Ada,Ada,Ada,205,80,75,395,30,7,13,7
05.ROSO.00.3171.044,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 22 B2-195,Medium Charging,Beroperasi,2466,0,23000,1,35,Ada,Ada,Ada,Ada,Ada,Ada,40.9,28.2,14.8,5.6,20,7,11,7
05.ROSO.00.3171.045,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 11 B2-200,Medium Charging,Beroperasi,2466,0,13200,1,20,Ada,Ada,Ada,Ada,Ada,Ada,40.9,28.2,14.8,5.6,20,7,11,7
05.ROSO.00.3171.046,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 11 B2-201,Medium Charging,Beroperasi,2466,0,13200,1,20,Ada,Ada,Ada,Ada,Ada,Ada,40.9,28.2,14.8,5.6,20,7,11,7
05.ROSO.00.3171.047,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 11 B2-202,Medium Charging,Beroperasi,2466,0,13200,1,20,Ada,Ada,Ada,Ada,Ada,Ada,40.9,28.2,14.8,5.6,20,7,11,7
05.ROSO.00.3171.048,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 22 B2-192,Medium Charging,Beroperasi,2466,0,23000,1,35,Ada,Ada,Ada,Ada,Ada,Ada,40.9,28.2,14.8,5.6,20,7,11,7
01.POSO.00.3674.005,SPKLU Rest Area KM 7 Serpong,AUTEL,Fast Charging,Beroperasi,2466.78,0,47000,2,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
12.RLSO.00.3674.008,SPKLU Flavor bliss,Tide,Medium Charging,Beroperasi,2475,15000,7,1,32,Ada,Ada,Ada,Ada,Ada,Tidak ada,23,15,36,4,550,7,100,5
12.RLSO.00.3674.009,SPKLU Flavor bliss,Tide,Medium Charging,Beroperasi,2475,15000,7,1,32,Ada,Ada,Ada,Ada,Ada,Tidak ada,23,15,36,4,550,7,100,5
12.RLSO.00.3674.010,SPKLU Flavor bliss,Tide,Medium Charging,Beroperasi,2475,15000,7,1,32,Ada,Ada,Ada,Ada,Ada,Tidak ada,23,15,36,4,550,7,100,5
12.RLSO.00.3674.011,SPKLU Flavor bliss,Tide,Medium Charging,Beroperasi,2475,15000,7,1,32,Ada,Ada,Ada,Ada,Ada,Tidak ada,23,15,36,4,550,7,100,5
12.RLSO.00.3674.007,SPKLU Flavor bliss,Tide,Medium Charging,Beroperasi,2475,15000,7,1,32,Ada,Ada,Ada,Ada,Ada,Tidak ada,23,15,36,4,550,7,100,5
12.RLSO.00.3674.012,SPKLU Flavor bliss,Tide,Medium Charging,Beroperasi,2475,15000,7,1,32,Ada,Ada,Ada,Ada,Ada,Tidak ada,23,15,36,4,550,7,100,5
,SPKLU Rest Area KM 7 Serpong,AUTEL,Fast Charging,Beroperasi,2466.78,0,47000,2,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
,SPKLU Rest Area KM 7 Serpong,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
,SPKLU PLN UP3 BOGOR,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
,SPKLU PLN UP3 BOGOR,DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
,SPKLU PLN UID JAKARTA RAYA,AUTEL,Medium Charging,Beroperasi,2466.78,0,22000,1,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
,SPKLU PLN UID JAKARTA RAYA,DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
,SPKLU PLN UID JAKARTA RAYA,ABB,Fast Charging,Beroperasi,2466.78,0,50000,3,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
,SPKLU PLN UID JAKARTA RAYA,DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,100000,4,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.3674.006,SPKLU Rest Area KM 7 Serpong,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.3271.003,SPKLU PLN UP3 BOGOR,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.3271.004,SPKLU PLN UP3 BOGOR,DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
01.POSO.00.3171.017,SPKLU PLN UID JAKARTA RAYA,AUTEL,Medium Charging,Beroperasi,2466.78,0,22000,1,291,Ada,Ada,Ada,Ada,Ada,Ada,68,85,180,420,400,17,18,17
